ID,Target,stat_mean,stat_std,stat_variance,stat_median,stat_min,stat_max,stat_range,stat_skewness,stat_kurtosis,stat_energy,stat_rms,stat_p10,stat_p25,stat_p75,stat_p90,stat_iqr,glcm_contrast_d1_a0,glcm_contrast_d1_a45,glcm_contrast_d1_a90,glcm_contrast_d1_a135,glcm_contrast_d3_a0,glcm_contrast_d3_a45,glcm_contrast_d3_a90,glcm_contrast_d3_a135,glcm_contrast_d5_a0,glcm_contrast_d5_a45,glcm_contrast_d5_a90,glcm_contrast_d5_a135,glcm_dissimilarity_d1_a0,glcm_dissimilarity_d1_a45,glcm_dissimilarity_d1_a90,glcm_dissimilarity_d1_a135,glcm_dissimilarity_d3_a0,glcm_dissimilarity_d3_a45,glcm_dissimilarity_d3_a90,glcm_dissimilarity_d3_a135,glcm_dissimilarity_d5_a0,glcm_dissimilarity_d5_a45,glcm_dissimilarity_d5_a90,glcm_dissimilarity_d5_a135,glcm_homogeneity_d1_a0,glcm_homogeneity_d1_a45,glcm_homogeneity_d1_a90,glcm_homogeneity_d1_a135,glcm_homogeneity_d3_a0,glcm_homogeneity_d3_a45,glcm_homogeneity_d3_a90,glcm_homogeneity_d3_a135,glcm_homogeneity_d5_a0,glcm_homogeneity_d5_a45,glcm_homogeneity_d5_a90,glcm_homogeneity_d5_a135,glcm_energy_d1_a0,glcm_energy_d1_a45,glcm_energy_d1_a90,glcm_energy_d1_a135,glcm_energy_d3_a0,glcm_energy_d3_a45,glcm_energy_d3_a90,glcm_energy_d3_a135,glcm_energy_d5_a0,glcm_energy_d5_a45,glcm_energy_d5_a90,glcm_energy_d5_a135,glcm_correlation_d1_a0,glcm_correlation_d1_a45,glcm_correlation_d1_a90,glcm_correlation_d1_a135,glcm_correlation_d3_a0,glcm_correlation_d3_a45,glcm_correlation_d3_a90,glcm_correlation_d3_a135,glcm_correlation_d5_a0,glcm_correlation_d5_a45,glcm_correlation_d5_a90,glcm_correlation_d5_a135,glcm_ASM_d1_a0,glcm_ASM_d1_a45,glcm_ASM_d1_a90,glcm_ASM_d1_a135,glcm_ASM_d3_a0,glcm_ASM_d3_a45,glcm_ASM_d3_a90,glcm_ASM_d3_a135,glcm_ASM_d5_a0,glcm_ASM_d5_a45,glcm_ASM_d5_a90,glcm_ASM_d5_a135,fft_mean_magnitude,fft_std_magnitude,fft_max_magnitude,fft_min_magnitude,fft_dc_magnitude,fft_mean_magnitude_no_dc,fft_std_magnitude_no_dc,fft_spectral_energy,fft_mag_p10,fft_mag_p25,fft_mag_p50,fft_mag_p75,fft_mag_p90
1006,0,-3.6494696364844654,15.323996506182377,234.8248689214897,0.31059874480403765,-59.63899239955167,37.592882002260296,97.23187440181196,-1.7922494076837447,2.4140639675971887,857583.9275297303,15.752571140899882,-35.15296870327266,-2.8193726547436064,3.814527366922168,7.935020692100979,6.633900021665775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.8884190022201,864.9258822002851,18987.30141286226,9.287147366732825,12612.56706369031,327.23894936573566,839.3267641453344,2963810053.5427475,85.95193485515301,141.10426933886436,220.64769575068004,340.76318792594975,495.30101951305176
1007,0,-3.599249587861709,16.292878484852054,265.457889322155,0.49258746132822656,-62.951850340076014,34.10338421330455,97.05523455338056,-1.7634703933321763,2.2826510561897564,962193.5547881853,16.68569707617508,-37.061310354984826,-3.0385531039849836,4.526478495710439,8.989934436510751,7.5650315996954225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.31287611336563,914.300997952115,19201.197344821743,10.231146905652897,12439.006575650064,351.7136265255039,890.9096421150947,3325340925.347968,93.04379547312604,154.11645684626149,240.19662240987287,364.6222043496889,507.9576604215743
1008,0,-3.714491448531741,15.492389740475303,240.01413987078445,0.1898763105923591,-58.15170728356694,35.67018477500031,93.82189205856724,-1.7761699655424403,2.3435224734642954,877172.8432619516,15.931465299588732,-35.780472547724855,-2.831189346876384,3.8286280740575895,8.001416778295875,6.659817420933973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.1808841896158,875.3075697562413,19101.459314774,11.166728101720492,12837.282446125699,329.46639274108406,849.08230663912,3031509346.3133035,82.98192758441353,139.2458552972541,224.29350302035505,335.90883633109365,492.485504110193
1009,1,-4.665668640188477,16.418548634772613,269.5687392723936,0.2629036226546325,-60.90333483564814,31.09442525768292,91.99776009333107,-1.9638970623443242,2.609012896316356,1006861.3740256844,17.068602846525895,-39.585682190790216,-2.3246977965452476,2.9917784030656853,6.178389733958252,5.316476199610933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.78270322868667,951.1048295227178,20846.301394469177,5.643868504777507,16124.550820491375,315.1170345884982,912.3216633608695,3479712908.632765,77.97031572571666,136.95758731941453,218.93488860349996,321.40330278085395,437.7471078443888
101,2,-4.704404949445482,17.21319454124236,296.2940663146557,0.2513927015851321,-63.505387472047886,29.59663938609014,93.10202685813803,-1.9146935919015493,2.434036486492813,1100478.501191887,17.844480722145512,-41.768910477604784,-2.4351400318786434,3.2914567472927097,7.1653403339064266,5.726596779171353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.98786751284894,991.3817750649218,22101.78296905405,5.888473617996471,16258.423505283581,338.2834625634034,953.7067642307906,3803253700.119161,96.63347564489712,155.59671511945857,243.22428986028643,349.6478378329009,460.8377773486431
1010,0,-3.8746379567322236,16.171408653161002,261.5144578275306,0.4896676600318082,-60.95561580119281,30.779514600871096,91.7351304020639,-1.8378977715866749,2.415337746024858,955678.2697380576,16.629109330426587,-37.67300264788024,-2.9314166371825556,4.141351374759241,8.351667861891512,7.072768011941797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.11505096672164,916.1434340440521,20088.567529802862,9.07546435070204,13390.74877846656,337.2404130099895,888.8548082138034,3302824100.2147274,89.69207987366768,149.17057706829067,228.3961900045138,335.9291639578391,483.6832974106393
1011,0,-3.616278233835745,15.26064303697804,232.88722590206635,0.13349479762423136,-59.08618145694132,29.88903817666634,88.97521963360765,-1.8001667336723512,2.4821694898455924,850053.9830397023,15.683261592110888,-34.57388134503029,-2.9236258216896758,3.8276207403916764,8.079623828264996,6.751246562081352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.31487753094086,858.0633172651005,18362.910146552396,4.785017775146991,12497.857576136334,333.69859929710515,832.7685738214979,2937786565.385211,89.65690216205903,151.0762644659294,226.92832094682768,345.96032081640783,497.6351573360661
1012,0,-3.9429567772163705,15.234974533039196,232.10444902235287,-0.023269638048904598,-59.98974428675714,48.37674028253648,108.36648456929362,-1.8302678398757957,2.5096168747258503,855883.0903772714,15.736942433946608,-35.63746067095249,-2.633717306786779,3.347180778847972,7.3036123869896805,5.980898085634751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.51311839606774,867.1034418336232,19142.062625871775,10.25994726431709,13626.858622059777,318.5701616188513,837.0579597300239,2957931960.34385,78.51337703698567,137.57981345736349,214.21362261148118,320.9857030223624,472.2152435903889
1013,2,-4.726260282257495,16.992113275914722,288.7319135815173,0.36081429175014057,-63.78782730338906,35.81664835537517,99.60447565876423,-1.919112937751929,2.3995587397385636,1075056.0186372316,17.63716104811548,-42.531615351733606,-2.3600900510224663,3.420706718040183,6.8461482314634665,5.780796769062649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.93532171482985,982.6178461023053,21753.027987878686,7.216693581544281,16333.9555354819,326.2090614325724,944.1637260438488,3715393600.4102726,90.10024395529933,146.44643807199805,235.94067417303688,329.0131589583656,444.4539947723488
1014,0,-3.8952230805000108,15.295818221045486,233.9620550512671,0.01201060569713865,-60.44385726223883,28.649922679800717,89.09377994203955,-1.8407651705443204,2.4880506520100205,861009.930655927,15.784005128551089,-35.44748449008662,-2.7820308669049654,3.4767111093772596,7.684476062036384,6.258741976282225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.26049744124407,870.1483220950605,18223.974715115266,7.472633522508993,13461.890966208037,318.3652743607441,840.9616009892408,2975650320.3468847,81.8856397754702,135.4040561147625,209.82774195247833,319.3071432169454,472.0584567057607
1015,0,-3.635839835598721,16.320565639233816,266.36086278453956,0.6043196504124011,-60.78443879475521,39.27265244322492,100.05709123798013,-1.7609315536173524,2.2437304752667835,966229.1507911661,16.720651724578982,-37.44491221723251,-3.029948293450761,4.577724365889338,8.952765294334945,7.6076726593401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.35800798807395,919.5496534052542,19799.60556055791,0.9349098044588154,12565.462471829178,343.7221681524752,895.766829539881,3339287945.1342697,85.34770248331998,143.99295463238244,233.83087340318252,347.06660934749294,504.897742128294
